Unnamed: 0,macro_subject,domain_group,category_tag,open_status,paper_title,paper_id
2015,Algebra,Algebra and Representation Theory,primitive permutation groups,open,,1401.0300
2016,Algebra,Algebra and Representation Theory,Geometric group theory / Haagerup property,open,,1401.0300
2017,Algebra,Algebra and Representation Theory,Holomorphs of finite groups / regular subgroups,open,,1401.0300
2018,Algebra,Algebra and Representation Theory,Finite groups and decidability,open,,1401.0300
2019,Algebra,Algebra and Representation Theory,Cohomology of tdlc groups,partially_solved,,1401.0300
2020,Algebra,Algebra and Representation Theory,orderable groups and unique product property,open,,1401.0300
2021,Algebra,Algebra and Representation Theory,verbal subgroups and p-nilpotency,partially_solved,,1401.0300
2022,Algebra,Algebra and Representation Theory,Kropholler hierarchy for tdlc groups,open,,1401.0300
2023,Algebra,Algebra and Representation Theory,Totally disconnected locally compact groups,open,,1401.0300
2024,Algebra,Algebra and Representation Theory,spread of groups,open,,1401.0300
2025,Algebra,Algebra and Representation Theory,locally finite groups,open,,1401.0300
2026,Algebra,Algebra and Representation Theory,Linear groups with finitely many automorphism orbits,unknown,,1401.0300
2027,Algebra,Algebra and Representation Theory,Self-similar groups,open,,1401.0300
2028,Algebra,Algebra and Representation Theory,self-similar nilpotent groups,open,,1401.0300
2029,Algebra,Algebra and Representation Theory,Finite group solvability criteria,solved,,1401.0300
2030,Algebra,Algebra and Representation Theory,Iterated wreath products and group growth,open,,1401.0300
2031,Algebra,Algebra and Representation Theory,finitely presented simple groups,open,,1401.0300
2032,Algebra,Algebra and Representation Theory,cohomological dimension of simple groups,open,,1401.0300
2033,Algebra,Algebra and Representation Theory,finitely presented groups,open,,1401.0300
2034,Algebra,Algebra and Representation Theory,Quasimorphisms and bounded cohomology of groups,unknown,,1401.0300
2035,Algebra,Algebra and Representation Theory,Acylindrically hyperbolic groups,partially_solved,,1401.0300
2036,Algebra,Algebra and Representation Theory,Finite p-groups and Glauberman-type theorems,open,,1401.0300
2037,Algebra,Algebra and Representation Theory,"finite p-groups, normal abelian subgroups",open,,1401.0300
2038,Algebra,Algebra and Representation Theory,Finite simple groups and involution graphs,open,,1401.0300
2039,Algebra,Algebra and Representation Theory,Finite simple groups and element-order graphs,open,,1401.0300
2040,Algebra,Algebra and Representation Theory,finite groups with triality,open,,1401.0300
2041,Algebra,Algebra and Representation Theory,p-length of finite linear groups,open,,1401.0300
2042,Algebra,Algebra and Representation Theory,Fitting height of soluble groups under coprime/nilpotent action,open,,1401.0300
2043,Algebra,Algebra and Representation Theory,X-maximal subgroups of finite groups,unknown,,1401.0300
2044,Algebra,Algebra and Representation Theory,direct products of subsets in groups,open,,1401.0300
2045,Algebra,Algebra and Representation Theory,Character degrees of finite groups,open,,1401.0300
2046,Algebra,Algebra and Representation Theory,modular representation theory of finite groups,open,,1401.0300
2047,Algebra,Algebra and Representation Theory,Algorithmic problems in free-by-cyclic groups,open,,1401.0300
2048,Algebra,Algebra and Representation Theory,non-commutative group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2049,Algebra,Algebra and Representation Theory,Algorithmic group theory / membership problem,open,,1401.0300
2050,Algebra,Algebra and Representation Theory,Pro-p identities of automorphism groups,open,,1401.0300
2051,Algebra,Algebra and Representation Theory,non-abelian group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2052,Algebra,Algebra and Representation Theory,non-commutative group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2053,Algebra,Algebra and Representation Theory,p-length of p-soluble finite groups,open,,1401.0300
2054,Algebra,Algebra and Representation Theory,finite soluble groups and Fitting height,open,,1401.0300
2055,Algebra,Algebra and Representation Theory,non-commutative group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2056,Theoretical Computer Science,Theoretical Computer Science,non-commutative group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2057,Algebra,Algebra and Representation Theory,Fitting height of finite soluble groups with nilpotent automorphism groups,open,,1401.0300
2058,Algebra,Algebra and Representation Theory,finite soluble groups with automorphisms,open,,1401.0300
2059,Algebra,Algebra and Representation Theory,non-commutative group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2060,Algebra,Algebra and Representation Theory,non-commutative cryptography / digital signatures,partially_solved,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2061,Algebra,Algebra and Representation Theory,finite group character theory / monomial groups,open,,1401.0300
2062,Algebra,Algebra and Representation Theory,one-relator groups; hyperbolicity; decision problems,open,,1401.0300
2063,Algebra,Algebra and Representation Theory,non-commutative group-based cryptography,partially_solved,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2064,Algebra,Algebra and Representation Theory,Polycyclic group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2065,Algebra,Algebra and Representation Theory,Poincaré duality groups,open,,1401.0300
2066,Algebra,Algebra and Representation Theory,Group cohomology and Euler characteristics,open,,1401.0300
2067,Algebra,Algebra and Representation Theory,Tarski monster groups and amenability,open,,1401.0300
2068,Algebra,Algebra and Representation Theory,algorithmic problems in infinite permutation groups,open,,1401.0300
2069,Logic and Foundations,Logic and Foundations,decidability in residue-class-wise affine groups,open,,1401.0300
2070,Algebra,Algebra and Representation Theory,class transposition groups,open,,1401.0300
2071,Algebra,Algebra and Representation Theory,Elementary nets and carpet subgroups,open,,1401.0300
2072,Algebra,Algebra and Representation Theory,Overgroups of tori in linear groups,unknown,,1401.0300
2073,Theoretical Computer Science,Theoretical Computer Science,quantum algorithms for group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2074,Algebra,Algebra and Representation Theory,quantum algorithms for group-theoretic problems,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2075,Algebra,Algebra and Representation Theory,pro-p group cohomology,open,,1401.0300
2076,Algebra,Algebra and Representation Theory,left-orderable groups and distortion,unknown,,1401.0300
2077,Theoretical Computer Science,Theoretical Computer Science,non-abelian group-based cryptography,open,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2078,Algebra,Algebra and Representation Theory,Nonabelian group-based cryptography,unknown,Aspects of Nonabelian Group Based Cryptography: A Survey and Open Problems,1103.4093
2079,Algebra,Algebra and Representation Theory,"left-orderable groups, conjugacy classes",unknown,,1401.0300
2080,Algebra,Algebra and Representation Theory,Wiegold conjecture / T-systems of finite simple groups,open,,1401.0300
2081,Mathematical Physics,Mathematical Physics,Gamma-ray burst classification,partially_solved,Open Questions in GRB Physics,1104.0932
2082,Other,Other / Cross-disciplinary,gamma-ray burst progenitors,open,Open Questions in GRB Physics,1104.0932
2083,Algebra,Algebra and Representation Theory,characteristic quotients of free groups,open,,1401.0300
2084,Algebra,Algebra and Representation Theory,permutation stability of groups,partially_solved,,1401.0300
2085,Other,Other / Cross-disciplinary,Gamma-ray burst central engines,open,Open Questions in GRB Physics,1104.0932
2086,Mathematical Physics,Mathematical Physics,Gamma-ray burst jet composition,open,Open Questions in GRB Physics,1104.0932
2087,Algebra,Algebra and Representation Theory,Permutation stability of groups,open,,1401.0300
2088,Algebra,Algebra and Representation Theory,stability of groups in permutations,open,,1401.0300
2089,Mathematical Physics,Mathematical Physics,Gamma-ray burst dissipation and particle acceleration,open,Open Questions in GRB Physics,1104.0932
2090,Mathematical Physics,Mathematical Physics,Gamma-ray burst radiation mechanisms,open,Open Questions in GRB Physics,1104.0932
2091,Algebra,Algebra and Representation Theory,Sofic groups,open,,1401.0300
2092,Algebra,Algebra and Representation Theory,generation of finite groups,open,,1401.0300
2093,Mathematical Physics,Mathematical Physics,Gamma-ray burst central engines,open,Open Questions in GRB Physics,1104.0932
2094,Mathematical Physics,Mathematical Physics,GRB afterglow modeling,partially_solved,Open Questions in GRB Physics,1104.0932
2095,Algebra,Algebra and Representation Theory,finite group conjugacy classes / commuting probability,open,,1401.0300
2096,Number Theory,Number Theory,Partition function and factorials,open,,1401.0300
2097,Mathematical Physics,Mathematical Physics,Gamma-ray burst high-energy emission,partially_solved,Open Questions in GRB Physics,1104.0932
2098,Mathematical Physics,Mathematical Physics,Gamma-ray bursts and cosmic star formation history,partially_solved,Open Questions in GRB Physics,1104.0932
2099,Combinatorics,Discrete Mathematics and Combinatorics,Q-polynomial distance-regular graphs,open,,1401.0300
2100,Algebra,Algebra and Representation Theory,Brauer character degrees,partially_solved,,1401.0300
2101,Mathematical Physics,Mathematical Physics,gamma-ray burst progenitors and metallicity,partially_solved,Open Questions in GRB Physics,1104.0932
2102,Mathematical Physics,Mathematical Physics,Gamma-ray burst luminosity function,partially_solved,Open Questions in GRB Physics,1104.0932
2103,Algebra,Algebra and Representation Theory,modular representations of finite groups,open,,1401.0300
2104,Algebra,Algebra and Representation Theory,Herzog–Schönheim conjecture (coset partitions of groups),open,,1401.0300
2105,Mathematical Physics,Mathematical Physics,High-redshift GRBs and cosmic reionization,partially_solved,Open Questions in GRB Physics,1104.0932
2106,Other,Other / Cross-disciplinary,Gamma-ray burst progenitors,open,Open Questions in GRB Physics,1104.0932
2107,Algebra,Algebra and Representation Theory,Gruenberg–Kegel (prime) graphs of finite groups,open,,1401.0300
2108,Algebra,Algebra and Representation Theory,Gruenberg-Kegel graph recognizability,open,,1401.0300
2109,Other,Other / Cross-disciplinary,BAL quasar orientation / VLBI jets,partially_solved,Polar Broad Absorption Line Quasars: An Open Question,1105.1689
2110,Algebra,Algebra and Representation Theory,Periodic groups and centralizers,unknown,,1401.0300
2111,Algebra,Algebra and Representation Theory,Finite group automorphisms,open,,1401.0300
2112,Algebra,Algebra and Representation Theory,Verbal subgroups and word values in groups,open,,1401.0300
2113,Algebra,Algebra and Representation Theory,Permutation groups and fixed points,open,,1401.0300
2114,Algebra,Algebra and Representation Theory,Character theory of finite groups,open,,1401.0300
2115,Algebra,Algebra and Representation Theory,Almost simple groups and regular polytopes,partially_solved,,1401.0300
2116,Algebra,Algebra and Representation Theory,varieties of groups,unknown,,1401.0300
2117,Topology,Geometry and Topology,minimal topological groups,open,,1401.0300
2118,Algebra,Algebra and Representation Theory,Branch groups and iterated identities,partially_solved,,1401.0300
2119,Algebra,Algebra and Representation Theory,Conciseness of words in residually finite groups,open,,1401.0300
2120,Algebra,Algebra and Representation Theory,Concise formulae in residually finite groups,open,,1401.0300
2121,Algebra,Algebra and Representation Theory,Topological groups and partitions,open,,1401.0300
2122,Algebra,Algebra and Representation Theory,character codegrees of finite groups,open,,1401.0300
2123,Algebra,Algebra and Representation Theory,character codegrees of finite solvable groups,open,,1401.0300
2124,Algebra,Algebra and Representation Theory,Generation of finite simple groups by conjugates,open,,1401.0300
2125,Algebra,Algebra and Representation Theory,finite simple groups and automorphisms,open,,1401.0300
2126,Algebra,Algebra and Representation Theory,Baer–Suzuki width of complete classes,open,,1401.0300
2127,Algebra,Algebra and Representation Theory,modular representation theory of finite groups,open,,1401.0300
2128,Algebra,Algebra and Representation Theory,finite group theory / derived length,open,,1401.0300
2129,Algebra,Algebra and Representation Theory,"finite groups, coset unions",partially_solved,,1401.0300
2130,Applied Mathematics,Applied and Computational Mathematics,semi-analytic galaxy formation models,open,A modified star formation law as a solution to open problems in galaxy evolution,1107.4419
